acronym,title,projectUrl,status,
NANOTRANSKINETICS,Modelling basis and kinetics of nanoparticle interaction with membranes uptake into cells and sub cellular and inter compartmental transport,http://www.nanotranskinetics.eu/,OK,
CRM_INNONET,Critical Raw Materials Innovation Network Towards an integrated community driving innovation in the field of critical raw material substitution for the benefit of EU industry,http://www.criticalrawmaterials.eu/,OK,
TIME,Transverse Intrafascicular Multichannel Electrode system for induction of sensation and treatment of phantom limb pain in amputees,http://www.project-time.eu/,OK,
MILD-DRY,Novel microwave assisted vacuum drying for heat sensitive foods,http://www.segalbikes.eu/,NOK,
IMPACT,IMplementation of quality indicators in PAlliative Care sTudy,http://www.impactpalliativecare.eu/,NOK,
NANODEFINE,Development of an integrated approach based on validated and standardized methods to support the implementation of the EC recommendation for a definition of nanomaterial,http://www.nanodefine.eu/,OK,
BIR AL-NAS,Bottom up IntegRated Approach for sustainabLe grouNdwater mAnagement in rural areaS,https://biralnas.wordpress.com/,OK,
EUROSARC,European Clinical trials in Rare Sarcomas within an integrated translational trial network,http://eurosarc.eu/,OK,
PANCARESURFUP,PanCare Childhood and Adolescent Cancer Survivor Care and Follow up Studies,http://www.pancaresurfup.eu/,OK,
PLAST4FUTURE,Injection Moulding Production Technology for Multi functional Nano structured Plastic Components enabled by NanoImprint Lithography,http://www.plast4future.eu/,OK,
HYDROZONES,Bioactivated hierarchical hydrogels as zonal implants for articular cartilage regeneration,http://www.hydrozones.eu/,OK,
JHEP,Coordination action in support of the implementation of a Joint Programming Initiative JPI on Cultural Heritage and Global Change a new challenge for Europe,http://www.jpi-culturalheritage.eu/jhep/,OK,
EUROTAPES,European development of Superconducting Tapes integrating novel materials and architectures into cost effective processes for power applications and magnets,http://eurotapes.eu/,OK,
MERCURIC,A Phase Ib II study of MEK1 2 inhibitor PD 0325901 with cMET inhibitor PF 02341066 in KRASMT and KRASWT with aberrant c MET Colorectal Cancer Patients,http://mercuric.eu/,OK,
ROTOFLEX,Innovative rotomoulding development to improve cycle times and process efficiency whilst facilitating greater flexibility in product design and integrity for the SME rotomoulding sector,http://www.rotoflex-eu.org/,OK,
ASPIRATE,Increase of productivity safety greenness and cleanliness in the machining of carbon fiber reinforced composites,http://www.aspirate.eu/,OK,
COELUX,CoeLux the sky light reconstruction in artificial illumination by means of solid transparent nanocomposites,http://www.coelux.com/,OK,
PARAFLUO,Parallel fluorescence spectroscopy tools for micro and nano analytical applications down to single biomolecules,http://www.micro-photon-devices.com/,OK,
SHOPPINGMATE,ShoppingMate A location and context aware service for assisting consumers during their shopping time,http://www.shoppingmate.org/,NOK,
MAARS,Microbes in Allergy and Autoimmunity Related to the Skin,http://www.maars.eu/,OK,
DEAMMRECIRC,The development of a deammonification treatment to remove nitrogen from recirculated water used in aquaculture,http://www.iq-servers.com/defaultwebpage/,NOK,
ORBITAL,Design development and evaluation of an orbital laser welding head,http://www.orbitalproject.eu/,OK,
MODEM_IVM,A web based system for real time Monitoring and Decision Making for Integrated Vineyard Management,http://www.modem-ivm.eu/nqcontent.cfm?a_id=9968,OK,
CLEANLEACHATE,Combined anode and cathode process to treat landfill leachate,http://www.cleanleachate.fraunhofer.eu/,OK,
THERMALCOND,Polymeric composite materials with enhanced thermal conductivity properties for heat exchangers applications,http://www.thermalcond.eu/,OK,
SMART TANK,Farm and Agriculture Stabilised Thermophilic Anaerobic Digestion,http://www.smart-tank.eu/,OK,
POLYGLASS,Development of a new method to produce high efficiency solar concentrators based on polymer casted directly on glass,http://www.polyglass-fp7.eu/,OK,
LIGHT+TER,Development of a compact low cost and easy to use device based on LED technology for non invasive selective haemostasis to benefit the people suffering from coagulation problems,http://www.hugedomains.com/domain_profile.cfm?d=lightplaster&e=com,NOK,
I-RAIL,An Intelligent On line High Speed Rail Condition Monitoring System Deployed Via Passenger and Freight Trains,http://www.i-railproject.eu/,NOK,
NASLA,Nanostructured anti septical coatings,http://www.composites.polito.it/?p=projects_european_nasla,OK,
CAMEL-MCG,Development of Higly Eficient and Environmentally Friendly Grinding Technology Through a Minimum coolant approach,http://www.camel-project.eu/,OK,
XSTONE,Development of a Novel Stone Sawing Equipment to valorise Undersized and Irregular Stone Blocks for a more rationale Use of Natural Stone Quarry Resources,http://www.xstone-fp7.eu/,NOK,
ULTRAGRIP,Development of a high grip designing tool,http://www.ultragrip.eu/default.aspx,OK,
EDOCAL,Early Detection Of CAncer using photonic crystal Lasers,http://www.edocal.eu/,OK,
IMAGINE,An Innovative Ultra Low Cost High Performance Monolithic Millimeter Wave Imager Module to Increase the Safety of European Citizens,https://www.acreo.se/projects/imagine,NOK,P�gina do Projecto j� n�o existe
BIOFOULCONTROL,Development of innovative and sustainable technology for control of marine biofouling on heat exchangers of vessels with ozone technology,http://www.biofoulcontrol.com/,NOK,
ECOBOARD,The New Eco friendly Advertising Tool Which Gives an Alternative Real Time Outdoor Advertising Media for SMEs,http://ateknea.com/,NOK,
EBEST,Empowering Business Ecosystems of Small Service Enterprises to Face the Economic Crisis,http://www.ebest.eu/,NOK,No english version
SELF-SCAN,Neural Net based defect detection system using LRU technology for aircraft structure Monitoring,http://www.selfscanproject.eu/,OK,
NOPERSIST,Novel strategies for the prevention and control of persistent infections,http://www.lionex.eu/?q=content/demo-nopersist,OK,
BIO-NMD,Identifying and validating pre clinical biomarkers for diagnostics and therapeutics of Neuromuscular Disorders,http://www.bio-nmd.eu/,OK,
WEB2SME,WEB 2 0 Driven Service Builder for Product Extension in Globally Acting SMEs,http://www.web2sme.eu/,OK,
ENDURE,Enhanced Durability Resurfacing Endoprosthesis,http://www.endure-fp7.com/,OK,
NOVAPRESS,Development of a Non destructive Sensor to Determine Density Gradient of Ceramic Tiles During Pressing,http://www.ceramgroup.com/projects/novapress/index.html,OK,
HYDRUS,Development of crosslinked flexible bio based and biodegradable pipe and drippers for micro irrigation applications,http://www.hydrusfp7.eu/,OK,
RPET-FC,Environmentally Friendly Food Packaging Tray with Lower Carbon Footprint,http://www.rpet-fc.eu/,OK,
EECS,European Education Connectivity Solution,http://www.eecscard.eu/,OK,
OPTI-VFA,Novel monitoring and process control system for efficient production of VFA and biogas in anaerobic digestion plant,http://www.opti-vfa.eu/,OK,
CLEANHATCH,Development and implementation of an innovative cleaning technology for marine and freshwater larval hatchery tanks in recirculating aquaculture systems,http://www.cleanhatch.net/,OK,
SHOPINSTANTSHOE,Development of a cost effective footwear based on shape memory materials to provide an instant fitting personalization service at the retail shop for enhancing user s comfort,http://www.instantshoe.com/,OK,
AQUASZERO,Development of a new adsorbent material for efficient and economic removal of Arsenic from potable water,http://www.infimet.com/,NOK,
PV-SERVITOR,Autonomous cleaning robot for large scale photovoltaic power plants in Europe resulting in 5 cost reduction of electricity,http://www.pv-servitor.eu/,OK,
CLIPP,Study of recyclability of printed or laminated plastic packaging films using supercritical C02 technologies,http://www.clipp-project.eu/,OK,
GREENAVOID,GREENHOUSE SOLUTION TO AVOID FILM COVER U V AND SULPHUR DEGRADATION,http://www.greenavoid.eu/home/,OK,
EURO-TEAM,Towards Early diagnosis and biomarker validation in Arthritis Management,http://www.team-arthritis.eu/,OK,
SENATOR,Development and clinical trials of a new Software ENgine for the Assessment Optimization of drug and non drug Therapy in Older peRsons,http://www.senator-project.eu/,OK,
MULTIMALVAX,A Multi Stage Malaria Vaccine,http://www.multimalvax.eu/home,OK,
TACTICS,Translational Adolescent and Childhood Therapeutic Interventions in Compulsive Syndromes,http://www.tactics-project.eu/,OK,
CHEESECOAT,Novel Processing Technology for Manufacturing Low fat Mozzarella type Cheese with Superior Performance in Ready Meals,http://www.cheesecoatproject.com/en/Sidor/default.aspx,OK,
AQUALITY,Multi sensor automated water quality monitoring and control system for continuous use in recirculation aquaculture systems,http://www.aqualityproject.com/,OK,
PIGENDEF,Towards marker assisted selection against genetic defects in pigs,http://www.pigendef.org/,NOK,
BRIDGES,Building Relationships and Interactions to Develop GMES for European Security,http://www.gmes-bridges.eu/,OK,
SANGOMA,Stochastic Assimilation for the Next Generation Ocean Model Applications,http://www.data-assimilation.net/,OK,
MAO-ROBOTS,Methylaluminoxane MAO activators in the molecular polyolefin factory,http://www2.uef.fi/fi/mao-robots,OK,
SOC2,Towards Neutral atom Space Optical Clocks Development of high performance transportable and breadboard optical clocks and advanced subsystems,http://www.exphy.uni-duesseldorf.de/optical_clock/soc2/,OK,
INSPIRES,Innovative Social and Employment Policies for Inclusive and Resilient Labour Markets in Europe,http://www.inspires-research.eu/,OK,
MIAMI,Monitoring innate immunity in arthritis and mucosal inflammation,http://miamiproject.eu/,OK,
PICK-ME,Policy Incentives for the Creation of Knowledge Methods and Evidence,http://pick-me.carloalberto.org/index.php,OK,
SMILING,Sustainable Micronutrient Interventions to Control Deficiencies and Improve Nutritional Status and General Health in Asia,http://www.nutrition-smiling.eu/,OK,
ROBOLAW,Regulating Emerging Robotic Technologies in Europe Robotics facing Law and Ethics,http://www.robolaw.eu/,OK,
DOLPHIN,Development of Pre operational Services for Highly Innovative Maritime Surveillance Capabilities,http://www.gmes-dolphin.eu/,OK,
CRESCENDO,Coordination action on Risks Evolution of threatS and context assessment by an Enlarged Network for r D rOadmap,http://www.crescendo-project.org/,OK,
EU-GEI,European Network of National Schizophrenia Networks Studying Gene Environment Interactions,http://www.eu-gei.eu/,OK,
SIAM,Security Impact Assessment Measure A decision support system for security technology investments,http://www.siam-project.eu/,NOK,
A4A,Alert for All,http://www.alert4all.eu/,OK,
FOODRISC,Food Risk Communication Perceptions and communication of food risks benefits across Europe development of effective communication strategies,http://www.foodrisc.org/,OK,
METOXIA,Metastatic tumours facilitated by hypoxic tumour micro environments,http://www.metoxia.uio.no/,OK,
HEPAVAC,Cancer Vaccine development for Hepatocellular Carcinoma,http://www.hepavac.eu/,OK,
ROSFEN,Rapid On site Forensic Analysis of Explosives and Narcotics,http://www.rosfen.eu/,OK,
EPIMIRNA,MicroRNAs in the Pathogenesis Treatment and Prevention of Epilepsy,http://www.epimirna.eu/,OK,
EARIP,European Asthma Research and Innovation Partnership,http://earip.eu/,OK,
DDPDGENES,Identification of genes important for human midbrain dopamine neuron development and Parkinson s disease,http://www.ddpdgenes.eu/,OK,
REELCOOP,Research Cooperation in Renewable Energy Technologies for Electricity Generation,http://www.reelcoop.com/,OK,
ODIN,Food based solutions for Optimal vitamin D Nutrition and health through the life cycle,http://www.odin-vitd.eu/,OK,
SUSTAINHUB,Sustainability Data Exchange Hub,http://www.sustainhub-research.eu/,OK,
PPDR-TC,Public Protection and Disaster Relief Transformation Center,http://www.ppdr-tc.eu/,OK,
COPE,Combating Poverty in Europe Re organising Active Inclusion through Participatory and Integrated Modes of Multilevel Governance,http://cope-research.eu/,OK,
TRUST,Multi modal effects of thyroid hormone replacement for untreated older adults with subclinical hypothyroidism a randomised placebo controlled trial,http://www.trustthyroidtrial.com/,OK,
IMPACT,Innovative Modelling for Pharmacological Advances through Collaborative Training,http://www.csr-impact.eu/,OK,
ODHIN,Optimizing delivery of health care interventions,http://www.odhinproject.eu/,OK,
JAMES,Joint Action for Multimodal Embodied Social Systems,http://homepages.inf.ed.ac.uk/rpetrick/projects/james/,OK,
LIFT,Using Local Inference in Massively Distributed Systems,http://www.lift-eu.org/home/,OK,
GN3,Multi Gigabit European Research and Education Network and Associated Services GN3,http://www.geant.org/Projects/GEANT_Project_GN4-1/Pages/Home.aspx,NOK,
IMPACT,IMProving ACcess to Text,http://www.csr-impact.eu/,OK,
IRISS,Implementation of Research and Innovation on nSmart Systems Technologies,http://irissproject.eu/,OK,
MOBISERV,An Integrated Intelligent Home Environment For The Provision Of Health Nutrition And Mobility Services To The Elderly,http://www.mobiserv.info/,OK,
vIrtical,SW HW extensions for virtualized heterogeneous multicore platforms,http://www.virtical.eu/,NOK,
FLORINASH,The role of intestinal microflora in non alcoholic fatty liver disease NAFLD,http://florinash.org/,NOK,
DEVELAGE,Pathways common to brain development and ageing defining strategies for preventive therapy and diagnostics,http://www.develage.eu/,OK,
STAMAS,Smart technology for artificial muscle applications in space,http://www.stamas.eu/,OK,
COMET,The COMET Core Outcome Measures in Effectiveness Trials Initiative,http://www.comet-initiative.org/,OK,
TRANSCAN,ERA NET on Translational Cancer Research,http://www.transcanfp7.eu/transcan/index.php,OK,
MEGAFIT,Manufacturing Error free Goods at First Time,http://www.megafit-project.eu/,OK,
REWARD,Real Time Wide Area Radiation Surveillance System,http://www.reward-project.eu/,OK,
